"SETID","SITEID","SITENAME","ADDRESS1","ADDRESS2","ADDRESS3","ADDRESS4","PHONE1","PHONE2","CONTACT1","CONTACT2","LINKCODE","CAMPUSID"
"LIVE-16-17","SSEES12","Taviton Street, 14","14 Taviton Street","London","WC1H 0BW","","","","","","126","X01"
"LIVE-16-17","IMP","Imperial College","London","","","","","","","","001","X06"
"LIVE-16-17","SOAS","SOAS","Thornhaugh Street, Russell Square","London","WC1H 0XGT","","020 7637 2388","","","","","X06"
"LIVE-16-17","041","Petrie Museum - Egyptology","Malet Place","London","WC1E 6BT","","020 7679 2884","","","","041","X01"
"LIVE-16-17","EXT","External","","","","","","","","","","X06"
"LIVE-16-17","RYCGSR","Royal College of Surgeons","35-43 Lincoln's Inn Fields","London","WC2A 3PE","","020 74053474","","","","","X06"
"LIVE-16-17","LBS","London Business School","","","","","","","","","","X06"
"LIVE-16-17","084","IOE - Endsleigh Gardens, 9-11","9-11 Endsleigh Gardens","London","WC1H 0EH","","","084","","","","X01"
"LIVE-16-17","202","Rayne Institute","5 UNIVERSITY STREET,","LONDON,","WC1E 6JJ","","","","","","202","X01"
"LIVE-16-17","363","Tottenham Court Road, 188","188 Tottenham Court Road","London","W1T 7PH","","","","","","363","X01"
"LIVE-16-17","371","Gordon Square, 49-51","49 -51 Gordon Square","London","WC1H 0PN","","","","","","371","X01"
"LIVE-16-17","365","Engineering Front Building","Torrington Place","London","WC1E 7JE","","","","","","365","X01"
"LIVE-16-17","203","Gower St 115-117 & 96A-98 Chenies Ms","115 - 117 Gower Street,","London","WC1E 6AP","","","","","","203","X01"
"LIVE-16-17","204","Chenies Mews, 86-98","86-96 & 96A-98 Chenies Mews","London","WC1E 6HX","","","","","","204","X01"
"LIVE-16-17","244","Alexandra House","17-19 Queen Square","London","WC1N 3AZ","","","","","","244","X05"
"LIVE-16-17","047","Torrington Place, 33-35","33-35 Torrington Place","London","WC1E 7HG","","","","","","047","X01"
"LIVE-16-17","026","Gordon Square, 24","24 Gordon Square","London","WC1H 0AG","","","","","","026","X01"
"LIVE-16-17","376","Whittington Hospital - Main Site - Undergraduate Centre","Whittington Hospital","Highgate Hill","London","N19 5NF","020 7288 3627","020 7288 5918","Alison Banerjee","Anthony Tyrrell","376","X03"
"LIVE-16-17","221","Holborn Union Building","ARCHWAY ROAD,","LONDON,"," N19 3UA","","020 7288 3627","020 7288 5918","Alison Banerjee","Anthony Tyrrell","221","X03"
"LIVE-16-17","117","Rubin Building","29-30 Tavistock Square","London","WC1H 9EZ","","","","","","117","X01"
"LIVE-16-17","226","Charterhouse Building","ARCHWAY ROAD","London","N19 3UA","","020 7288 3627","020 7288 5918","Alison Banerjee","Anthony Tyrrell","226","X03"
"LIVE-16-17","WHHIW","Whittington Highgate Wing","Whittington Hospital","Highgate Hill","London","N19 5NF","020 7288 5658/4442","020 7288 3627","Whittington Estates and Facilities","Alison Banerjee","","X03"
"LIVE-16-17","WHMCW","Whittington McCarthy Ward","Whittington Hospital","Highgate Hill","London","N19 5NF","","","McCarthy Ward Clerk","","","X03"
"LIVE-16-17","TAV31","Tavistock Square, 31","34 Tavistock Square,","London","WC1H 9EZ","","","","","","","X01"
"LIVE-16-17","125","Andrew Huxley Building","Gower Street","London","WC1E 6BT","","","","","","125","X01"
"LIVE-16-17","RUS26","Birkbeck Russell Square, 26","London","","","","","","","","","X06"
"LIVE-16-17","RUS28","Birkbeck Russell Square, 28","London","","","","","","","","","X06"
"LIVE-16-17","WAR01","Warburg Insitute","Woburn Square"," London","WC1H 0AB","","","","","","",""
"LIVE-16-17","X1","Birkbeck","","","","","","","","","",""
"LIVE-16-17","RUS30","Birkbeck Russell Square, 30","London","","","","","","","","","X06"
"LIVE-16-17","401","Ear Institute - Wicklow Street 75","75 Wicklow Street","London"," WC1X 9JY","","","","","","401","X05"
"LIVE-16-17","348","Ear Institute - Grays Inn Road 332","332 Grays Inn Road","London","WC1X 8EE","","","","","","348","X05"
"LIVE-16-17","131","School of Pharmacy","29-39 Brunswick Square","London","WC1N 1AX","","","","","","","X01"
"LIVE-16-17","CANWHA","Canary Wharf","One Canada Square","Canary Wharf","London","E14 5AB","","","","","","X06"
"LIVE-16-17","YHLC","York Hall Leisure Centre","5 Old Ford Road","Bethnal Green","London","E2 9PJ","","","","","","X06"
"LIVE-16-17","368","Ophthalmology Lecture Cabin, 11-43, Bath St","11-43 Bath Street","London","EC1V 9EL","","","","","","368","X05"
"LIVE-16-17","150","Euston Road, 222","222 Euston Road","London","NW1 2DA","","","","","","150","X01"
"LIVE-16-17","268","Stanmore - Student Centre","Brockley Hill, Stanmore","Middlesex","HA7 4LP","","","268","","","","X04"
"LIVE-16-17","245","Eastman Dental Institute","256 Grays Inn Road","London","WX1X 8LD","","","245","","","","X05"
"LIVE-16-17","396","Tottenham Court Road, 170 (ISEH)","170 Tottenham Court Road","London","W1T 7HA","","","","","","396","X01"
"LIVE-16-17","CAMTH","Camden Town Hall","Judd Street","London","WC1H 9JE","","","","","","","X06"
"LIVE-16-17","PCCC","Park Crescent Conference Centre","229 Great Portland Street","London","W1W 5PN","","","","","","","X06"
"LIVE-16-17","GDCOL","Goodenough College","23 Mecklenburgh Square","London","WC1N 2AD","","0207 753 0578","","","","","X06"
"LIVE-16-17","AMBH","Ambassadors Bloomsbury Hotel","12 Upper Woburn Place","WC1H 0HX","London","","","","","","","X06"
"LIVE-16-17","CONGCE","Congress Centre","28 Great Russell St,","London","WC1B 3LS","","","","","","","X06"
"LIVE-16-17","162","IOE - Bedford Way, 20","20 Bedford Way","London","WC1H 0AL","","","","","","","X01"
"LIVE-16-17","52CLUB","52 Club","Bonham Carter House","52 Gower Street","London","WC1E 6EB","","","","","","X06"
"LIVE-16-17","WHC","Woburn House Conference","20 Tavistock Square","London","WC1H 9HQ","","","","","","WHC","X06"
"LIVE-16-17","HH","Hilton Hotel","17-18 Upper Woburn Place","London","WC1H  0HT","","","","","","HH","X06"
"LIVE-16-17","RNH","Royal National Hotel","38-51 Bedford Way, Russel Square","London","WC1H 0DG","","","","","","RNH","X06"
"LIVE-16-17","BC","Building Centre","Store Street","London","WC1E 7BT","","","","","","BC","X06"
"LIVE-16-17","RS","Rada Studios","16 Chenies Street","London","WC1E 7EX","","","","","","RS","X06"
"LIVE-16-17","RAS","Royal Asiatic Society","14 Stephenson Way, NW1 2HD.","","","","0207 3919422","","Amy Riach","","RAS","X06"
"LIVE-16-17","CANWHABK","Canary Wharf Bank Street","Canary Wharf level 32","40 Bank Street","London","E14 5NR","","","","","","X06"
"LIVE-16-17","BLIB","British Library","96 Euston Road","","","","","","","","","X06"
"LIVE-16-17","YMCA","YMCA","","","","","","","","","","X06"
"LIVE-16-17","ROCK","Rocket","Euston Road","","","","","","","","","X06"
"LIVE-16-17","RIBA","Royal Institute of Building Architects","RIBA 1834 Ltd","66 Portland Place","London","W1B 1AD","020 7580 5533","","","","","X06"
"LIVE-16-17","CAV","Cavendish Conf Centre","Cavendish Conference Centre","22 Duchess Mews","London W1G 9DT","","020 7637 5526","","","","","X06"
"LIVE-15-16","IAS","Institute for Advanced Studies","","","","","","","","","","X06"
"LIVE-15-16","TKH","Tavistock Hotel","Tavistock Square,","London","WC1H 9EU","","","","","","RNH","X06"
"LIVE-16-17","151","Aviation House","125 Kingsway","London","WC2B 6NH","","","","","","150","X01"
"LIVE-15-16","347","Eastman Dental Institute","123 Grays Inn Road","London","WC1X 8TU","","","347","","","","X05"
"LIVE-16-17","GLPH","Green Light Pharmacy","62-64 Hampstead Road","London","NW1 2NU","","","","","","","X06"
"LIVE-16-17","394","IOE - Gordon Square, 55-59","55-59 Gordon Square","London","","","","084","","","","X01"
"LIVE-16-17","411","Canary Wharf (1), Level 38","One Canada Square","Canary Wharf","London","E14 5AB","","","","","","X01"
"LIVE-16-17","QM","Queen Mary, University of London","","","","","","","","","RS","X06"
"LIVE-16-17","173","IOE - Woburn Square, 27-28","27-28 Woburn Square","London","","","","","","","","X01"
"LIVE-16-17","WES","Wesley Hotel","","","","","","","","","","X06"
"LIVE-16-17","171","IOE - Woburn Square, 18","18 Woburn Square","London","","","","","","","","X01"
"LIVE-16-17","172","IOE - Woburn Square, 24-26","24-26 Woburn Square","London","","","","","","","","X01"
"LIVE-16-17","176","IOE - Emerald St, 23-29","23-29 Emerald St","London","","","","","","","","X01"
"LIVE-17-18","376","Whittington Hospital - Main Site - Undergraduate Centre","Whittington Hospital","Highgate Hill","London","N19 5NF","020 7288 3627","020 7288 5918","Alison Banerjee","Anthony Tyrrell","376","X03"
"LIVE-17-18","221","Holborn Union Building","ARCHWAY ROAD,","LONDON,"," N19 3UA","","020 7288 3627","020 7288 5918","Alison Banerjee","Anthony Tyrrell","221","X03"
"LIVE-17-18","117","Rubin Building","29-30 Tavistock Square","London","WC1H 9EZ","","","","","","117","X01"
"LIVE-17-18","226","Charterhouse Building","ARCHWAY ROAD","London","N19 3UA","","020 7288 3627","020 7288 5918","Alison Banerjee","Anthony Tyrrell","226","X03"
"LIVE-17-18","WHHIW","Whittington Highgate Wing","Whittington Hospital","Highgate Hill","London","N19 5NF","020 7288 5658/4442","020 7288 3627","Whittington Estates and Facilities","Alison Banerjee","","X03"
"LIVE-17-18","WHMCW","Whittington McCarthy Ward","Whittington Hospital","Highgate Hill","London","N19 5NF","","","McCarthy Ward Clerk","","","X03"
"LIVE-17-18","TAV31","Tavistock Square, 31","34 Tavistock Square,","London","WC1H 9EZ","","","","","","","X01"
"LIVE-17-18","125","Andrew Huxley Building","Gower Street","London","WC1E 6BT","","","","","","125","X01"
"LIVE-17-18","RUS26","Birkbeck Russell Square, 26","London","","","","","","","","","X06"
"LIVE-17-18","RUS28","Birkbeck Russell Square, 28","London","","","","","","","","","X06"
"LIVE-17-18","WAR01","Warburg Insitute","Woburn Square"," London","WC1H 0AB","","","","","","",""
"LIVE-17-18","X1","Birkbeck","","","","","","","","","",""
"LIVE-17-18","RUS30","Birkbeck Russell Square, 30","London","","","","","","","","","X06"
"LIVE-17-18","401","Ear Institute - Wicklow Street 75","75 Wicklow Street","London"," WC1X 9JY","","","","","","401","X05"
"LIVE-17-18","348","Ear Institute - Grays Inn Road 332","332 Grays Inn Road","London","WC1X 8EE","","","","","","348","X05"
"LIVE-17-18","131","School of Pharmacy","29-39 Brunswick Square","London","WC1N 1AX","","","","","","","X01"
"LIVE-17-18","CANWHA","Canary Wharf","One Canada Square","Canary Wharf","London","E14 5AB","","","","","","X06"
"LIVE-17-18","YHLC","York Hall Leisure Centre","5 Old Ford Road","Bethnal Green","London","E2 9PJ","","","","","","X06"
"LIVE-17-18","368","Ophthalmology Lecture Cabin, 11-43, Bath St","11-43 Bath Street","London","EC1V 9EL","","","","","","368","X05"
"LIVE-17-18","150","Euston Road, 222","222 Euston Road","London","NW1 2DA","","","","","","150","X01"
"LIVE-17-18","268","Stanmore - Student Centre","Brockley Hill, Stanmore","Middlesex","HA7 4LP","","","268","","","","X04"
"LIVE-17-18","245","Eastman Dental Institute","256 Grays Inn Road","London","WX1X 8LD","","","245","","","","X05"
"LIVE-17-18","396","Tottenham Court Road, 170 (ISEH)","170 Tottenham Court Road","London","W1T 7HA","","","","","","396","X01"
"LIVE-17-18","CAMTH","Camden Town Hall","Judd Street","London","WC1H 9JE","","","","","","","X06"
"LIVE-17-18","PCCC","Park Crescent Conference Centre","229 Great Portland Street","London","W1W 5PN","","","","","","","X06"
"LIVE-17-18","GDCOL","Goodenough College","23 Mecklenburgh Square","London","WC1N 2AD","","0207 753 0578","","","","","X06"
"LIVE-17-18","AMBH","Ambassadors Bloomsbury Hotel","12 Upper Woburn Place","WC1H 0HX","London","","","","","","","X06"
"LIVE-17-18","CONGCE","Congress Centre","28 Great Russell St,","London","WC1B 3LS","","","","","","","X06"
"LIVE-17-18","162","IOE - Bedford Way, 20","20 Bedford Way","London","WC1H 0AL","","","","","","","X01"
"LIVE-17-18","52CLUB","52 Club","Bonham Carter House","52 Gower Street","London","WC1E 6EB","","","","","","X06"
"LIVE-17-18","WHC","Woburn House Conference","20 Tavistock Square","London","WC1H 9HQ","","","","","","WHC","X06"
"LIVE-17-18","HH","Hilton Hotel","17-18 Upper Woburn Place","London","WC1H  0HT","","","","","","HH","X06"
"LIVE-17-18","RNH","Royal National Hotel","38-51 Bedford Way, Russel Square","London","WC1H 0DG","","","","","","RNH","X06"
"LIVE-17-18","BC","Building Centre","Store Street","London","WC1E 7BT","","","","","","BC","X06"
"LIVE-17-18","RS","Rada Studios","16 Chenies Street","London","WC1E 7EX","","","","","","RS","X06"
"LIVE-17-18","RAS","Royal Asiatic Society","14 Stephenson Way, NW1 2HD.","","","","0207 3919422","","Amy Riach","","RAS","X06"
"LIVE-17-18","CANWHABK","Canary Wharf Bank Street","Canary Wharf level 32","40 Bank Street","London","E14 5NR","","","","","","X06"
"LIVE-17-18","BLIB","British Library","96 Euston Road","","","","","","","","","X06"
"LIVE-17-18","YMCA","YMCA","","","","","","","","","","X06"
"LIVE-17-18","ROCK","Rocket","Euston Road","","","","","","","","","X06"
"LIVE-17-18","RIBA","Royal Institute of Building Architects","RIBA 1834 Ltd","66 Portland Place","London","W1B 1AD","020 7580 5533","","","","","X06"
"LIVE-17-18","CAV","Cavendish Conf Centre","Cavendish Conference Centre","22 Duchess Mews","London W1G 9DT","","020 7637 5526","","","","","X06"
"LIVE-17-18","151","Aviation House","125 Kingsway","London","WC2B 6NH","","","","","","150","X01"
"LIVE-17-18","GLPH","Green Light Pharmacy","62-64 Hampstead Road","London","NW1 2NU","","","","","","","X06"
"LIVE-17-18","394","IOE - Gordon Square, 55-59","55-59 Gordon Square","London","","","","084","","","","X01"
"LIVE-17-18","411","Canary Wharf (1), Level 38","One Canada Square","Canary Wharf","London","E14 5AB","","","","","","X01"
"LIVE-17-18","QM","Queen Mary, University of London","","","","","","","","","RS","X06"
"LIVE-17-18","173","IOE - Woburn Square, 27-28","27-28 Woburn Square","London","","","","","","","","X01"
"LIVE-17-18","WES","Wesley Hotel","","","","","","","","","","X06"
"LIVE-17-18","171","IOE - Woburn Square, 18","18 Woburn Square","London","","","","","","","","X01"
"LIVE-17-18","172","IOE - Woburn Square, 24-26","24-26 Woburn Square","London","","","","","","","","X01"
"LIVE-17-18","176","IOE - Emerald St, 23-29","23-29 Emerald St","London","","","","","","","","X01"
